Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009664~plant-type cell wall organization	16	2.9465930018416207	5.30651079297875E-10	AT4G08410, AT1G23720, AT1G26770, AT3G54590, AT1G05240, AT1G69530, AT3G54580, AT1G76930, AT1G12560, AT1G34510, AT1G62980, AT1G30870, AT1G05250, AT1G26250, AT3G28550, AT3G01190	383	91	18499	8.492353599403208	2.3773165502838367E-7	2.3773165502838367E-7	7.523538791964768E-7
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	52	9.576427255985267	1.3673386638005428E-5	AT4G26740, AT5G14200, AT1G62380, AT5G51810, AT1G48130, AT2G46750, AT1G78490, AT1G77120, AT3G59890, AT1G79750, AT1G43800, AT1G18140, AT1G05240, AT5G25140, AT3G22370, AT1G55290, AT5G38000, AT1G60740, AT2G47880, AT1G30870, AT2G46210, AT1G30730, AT3G62950, AT5G16240, AT1G05250, AT2G35380, AT5G47530, AT2G29340, AT3G44540, AT1G34510, AT2G40370, AT5G44440, AT5G36110, AT4G11600, AT4G13290, AT3G61750, AT5G63600, AT3G01190, AT4G20820, AT2G34810, AT3G51240, AT2G21910, AT5G07130, AT5G07990, AT1G06360, AT3G14440, AT3G02000, AT3G60280, AT1G78380, AT5G59540, AT4G12980, AT1G21400	383	1330	18499	1.8884312609199239	0.006106995128488668	0.003058173777671591	0.019384298088931384
GOTERM_BP_DIRECT	GO:0042545~cell wall modification	9	1.6574585635359116	1.4106580371193403E-4	AT2G18800, AT2G45220, AT5G15290, AT5G06200, AT5G04960, AT5G51500, AT5G47500, AT1G53830, AT2G27370	383	74	18499	5.8743560793169145	0.061246115519637434	0.020846947046663677	0.199816448603507
GOTERM_BP_DIRECT	GO:0006869~lipid transport	12	2.209944751381215	2.8970717391159774E-4	AT3G53980, AT4G33550, AT3G18280, AT4G22460, AT5G48485, AT3G22620, AT2G37870, AT3G22120, AT2G48130, AT4G00165, AT5G59310, AT5G09370	383	150	18499	3.8640208877284588	0.12173562300299401	0.0319309915058571	0.4099619336828564
GOTERM_BP_DIRECT	GO:0009407~toxin catabolic process	7	1.289134438305709	3.4747434775224216E-4	AT1G17180, AT3G09270, AT1G17170, AT1G02920, AT1G78380, AT2G02930, AT1G53680	383	46	18499	7.350039732092179	0.1441803030801052	0.030659283126149406	0.49152069539740717
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	12	2.209944751381215	3.8397570688302965E-4	AT1G60740, AT2G47880, AT4G15660, AT4G15670, AT3G02000, AT3G62950, AT1G06830, AT5G18600, AT1G48130, AT2G41330, AT3G21460, AT2G30540	383	155	18499	3.739375052640444	0.1580664196997016	0.02826844616748081	0.5430232398454415
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	20	3.683241252302026	5.837808148092816E-4	AT3G08040, AT2G15970, AT4G26740, AT3G01420, AT4G38410, AT5G15970, AT5G62490, AT1G29395, AT1G76930, AT2G17840, AT5G59310, AT2G40170, AT3G05890, AT3G05880, AT1G77120, AT4G19810, AT2G47770, AT3G03450, AT4G39130, AT3G22060	383	394	18499	2.451789903381002	0.23018894238576149	0.036683135144152224	0.8245047405000094
GOTERM_BP_DIRECT	GO:0009098~leucine biosynthetic process	5	0.9208103130755065	9.750615287324153E-4	AT5G14200, AT3G58990, AT1G10070, AT2G43100, AT5G23020	383	22	18499	10.977332067410394	0.3540548398988005	0.05316466707833156	1.3735897029355737
GOTERM_BP_DIRECT	GO:0009651~response to salt stress	22	4.051565377532229	0.0011916971191382286	AT2G16005, AT5G23860, AT1G66280, AT2G38170, AT1G62380, AT5G14200, AT2G17840, AT1G14210, AT3G44540, AT5G59310, AT1G70170, AT1G02920, AT5G44440, AT3G05890, AT1G56650, AT2G38760, AT1G77120, AT4G11600, AT4G19810, AT2G47770, AT3G03450, AT3G55990	383	484	18499	2.1954664134820794	0.4138612098226273	0.05762821706271726	1.6763782190243548
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	7	1.289134438305709	0.0015893292764613382	AT1G17180, AT3G09270, AT1G17170, AT1G02920, AT2G02930, AT1G53680, AT4G15550	383	61	18499	5.5426529127252495	0.5096255189937539	0.06877894651861638	2.2298958756961973
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	7	1.289134438305709	0.0017295553528309307	AT1G17180, AT3G09270, AT1G17170, AT1G02920, AT1G78380, AT2G02930, AT1G53680	383	62	18499	5.453255285100649	0.539531871676793	0.06807324634363976	2.4244036203312724
GOTERM_BP_DIRECT	GO:0009631~cold acclimation	6	1.1049723756906076	0.003941815273035934	AT2G15970, AT2G38170, AT4G25470, AT4G38410, AT1G29395, AT4G39130	383	51	18499	5.682383658424205	0.8295686848404458	0.13709606469576352	5.445826922389019
GOTERM_BP_DIRECT	GO:0045490~pectin catabolic process	8	1.4732965009208103	0.003965801718566283	AT3G24670, AT2G45220, AT4G13210, AT5G04960, AT5G51500, AT5G47500, AT1G53830, AT4G28490	383	97	18499	3.983526688379855	0.8313975143520117	0.12797688328894763	5.478104883327484
GOTERM_BP_DIRECT	GO:0007043~cell-cell junction assembly	3	0.5524861878453038	0.004081111985206915	AT5G15290, AT5G06200, AT2G27370	383	5	18499	28.980156657963445	0.8399196140240436	0.1226618616677202	5.633132120752704
GOTERM_BP_DIRECT	GO:0080028~nitrile biosynthetic process	3	0.5524861878453038	0.004081111985206915	AT3G16410, AT3G16400, AT3G16390	383	5	18499	28.980156657963445	0.8399196140240436	0.1226618616677202	5.633132120752704
GOTERM_BP_DIRECT	GO:0009744~response to sucrose	6	1.1049723756906076	0.00428874286626706	AT5G21170, AT1G77120, AT1G74670, AT4G37220, AT3G47340, AT1G21400	383	52	18499	5.573107049608354	0.854195518824383	0.12046851349620258	5.9116827501804465
GOTERM_BP_DIRECT	GO:0009082~branched-chain amino acid biosynthetic process	4	0.7366482504604052	0.007671762826891985	AT5G14200, AT3G58990, AT1G10070, AT2G43100	383	20	18499	9.66005221932115	0.9682607532729992	0.193972631461086	10.343919359794128
GOTERM_BP_DIRECT	GO:0071369~cellular response to ethylene stimulus	4	0.7366482504604052	0.01597445229913629	AT3G08040, AT3G15356, AT3G62680, AT1G72360	383	26	18499	7.430809399477807	0.9992640377873164	0.345819817961208	20.412512601579657
GOTERM_BP_DIRECT	GO:0042631~cellular response to water deprivation	4	0.7366482504604052	0.017701675673981163	AT2G15970, AT1G79410, AT1G29395, AT1G78380	383	27	18499	7.155594236534184	0.9996650001347686	0.3588687821089591	22.37038335374395
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	13	2.394106813996317	0.018221788534487297	AT5G38000, AT2G35380, AT5G24770, AT3G01420, AT1G30870, AT2G04795, AT1G05240, AT4G11600, AT1G52200, AT1G05250, AT1G78380, AT1G34510, AT3G01190	383	291	18499	2.1577436228724216	0.9997357600109953	0.35183715243805835	22.95112130142175
