Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	64	8.707482993197278	2.071553422750373E-5	AT3G13450, AT4G38540, AT1G17020, AT5G22500, AT5G24910, AT4G36430, AT1G01600, AT4G04810, AT3G26060, AT1G54100, AT4G39480, AT5G25180, AT2G25160, AT4G10040, AT4G18360, AT5G42250, AT5G15180, AT5G58660, AT3G56090, AT2G14170, AT4G22710, AT3G30775, AT5G51970, AT4G12310, AT2G26080, AT2G21550, AT2G43400, AT5G16980, AT5G05320, AT4G36250, AT5G21100, AT5G62630, AT2G47870, AT1G75280, AT1G11530, AT2G37790, AT2G12190, AT1G64930, AT1G60680, AT5G01190, AT5G34780, AT1G77330, AT5G06720, AT1G65840, AT3G29250, AT3G20940, AT1G13100, AT2G19800, AT1G01580, AT1G44090, AT1G03630, AT3G26220, AT4G21960, AT1G02205, AT2G18980, AT5G16970, AT5G20550, AT5G54080, AT3G03470, AT1G13080, AT4G39830, AT1G55510, AT4G13660, AT2G23180	514	1330	18499	1.731862730756853	0.013231904849508425	0.013231904849508425	0.030880553532353083
GOTERM_BP_DIRECT	GO:0009834~plant-type secondary cell wall biogenesis	9	1.2244897959183674	2.4366607131619217E-5	AT5G44030, AT5G03170, AT3G18660, AT2G28110, AT3G50220, AT5G48920, AT4G18780, AT5G60490, AT5G17420	514	44	18499	7.361646621860629	0.015545815959581488	0.00780335414776856	0.03632226920229353
GOTERM_BP_DIRECT	GO:0009753~response to jasmonic acid	16	2.1768707482993195	2.9966177893864384E-5	AT1G74020, AT2G36890, AT4G11280, AT5G13330, AT1G18570, AT3G16350, AT2G31180, AT1G19180, AT1G21910, AT4G34710, AT5G61420, AT1G72450, AT4G37260, AT5G47390, AT5G60890, AT1G07640	514	156	18499	3.6913099870298316	0.019084089356711464	0.006402264637263677	0.04466757274470545
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	22	2.9931972789115644	6.713007540069354E-5	AT5G16980, AT5G59820, AT2G22660, AT4G39640, AT3G20340, AT2G47180, AT4G11280, AT1G72060, AT4G21960, AT2G18980, AT4G34710, AT1G75280, AT5G16970, AT5G15180, AT4G36430, AT2G14170, AT3G30775, AT4G04810, AT5G06720, AT1G11210, AT5G43750, AT5G47650	514	291	18499	2.7209140626044634	0.04224769370537984	0.010733502264782424	0.10003820649057138
GOTERM_BP_DIRECT	GO:0006552~leucine catabolic process	4	0.5442176870748299	3.983595069065811E-4	AT3G45300, AT1G03090, AT4G34030, AT2G43400	514	6	18499	23.993514915693904	0.22600989942163774	0.049948646074544745	0.5922756975626275
GOTERM_BP_DIRECT	GO:0044550~secondary metabolite biosynthetic process	13	1.7687074829931975	7.29635820208647E-4	AT3G03470, AT5G05320, AT1G13080, AT4G38540, AT1G13100, AT4G22710, AT2G12190, AT1G64930, AT3G26220, AT5G25180, AT2G25160, AT4G12310, AT3G20940	514	145	18499	3.22671407486918	0.3745770087390806	0.07524013325436785	1.0823189063953853
GOTERM_BP_DIRECT	GO:0009873~ethylene-activated signaling pathway	14	1.9047619047619049	0.0014990711927819651	AT5G44030, AT3G14230, AT5G21120, AT5G13330, AT5G25190, AT4G18780, AT1G21910, AT2G44940, AT1G77640, AT1G12890, AT2G40220, AT5G61590, AT1G79700, AT4G28140	514	179	18499	2.814881638154034	0.6188742779857057	0.12873030466016022	2.2118297692400257
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	74	10.068027210884352	0.0021493463556605114	AT1G75490, AT5G13790, AT2G36890, AT5G21120, AT5G57710, AT3G16350, AT5G25190, AT5G61420, AT2G14210, AT1G59750, AT5G07100, AT1G77640, AT3G18400, AT3G16857, AT5G47390, AT5G14170, AT5G60890, AT5G57620, AT1G73830, AT4G01720, AT2G04890, AT3G12977, AT5G53950, AT2G28200, AT4G00050, AT5G13330, AT1G09530, AT2G44940, AT5G06250, AT3G29035, AT2G40220, AT5G44160, AT2G18350, AT1G65330, AT5G50010, AT1G79700, AT5G17430, AT4G36780, AT2G43060, AT3G24120, AT5G59820, AT3G11580, AT5G13080, AT3G04060, AT3G15500, AT1G43700, AT1G28520, AT1G15050, AT4G18890, AT5G66700, AT1G10480, AT1G12890, AT1G75080, AT5G61590, AT1G67710, AT1G65300, AT1G50420, AT5G46690, AT4G28140, AT1G07640, AT1G30650, AT3G56980, AT3G14230, AT2G34140, AT1G20900, AT1G18570, AT1G19180, AT1G03970, AT1G21910, AT1G53690, AT2G29060, AT5G39860, AT1G72450, AT5G08565	514	1886	18499	1.4121315777529284	0.7493047117990393	0.1588116071484187	3.1570229665371152
GOTERM_BP_DIRECT	GO:0009611~response to wounding	14	1.9047619047619049	0.0037764777249851425	AT5G47240, AT5G59820, AT1G74020, AT4G11280, AT1G19180, AT4G34710, AT4G24350, AT5G22500, AT1G72450, AT3G29035, AT1G04220, AT3G61060, AT4G34190, AT1G07640	514	199	18499	2.5319789609526233	0.9122156392132433	0.2368640626708275	5.4848907225207295
GOTERM_BP_DIRECT	GO:0010200~response to chitin	11	1.4965986394557822	0.0039741348988490445	AT5G59820, AT2G13790, AT4G17245, AT4G37260, AT1G74650, AT1G75490, AT2G35930, AT1G08930, AT5G09800, AT4G28140, AT4G37610	514	133	18499	2.9766390684883417	0.92273080562392	0.22589363497262405	5.76408684490366
