Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009664~plant-type cell wall organization	18	3.1088082901554404	3.150562404821949E-11	AT5G64100, AT2G21140, AT5G35190, AT2G28950, AT4G38400, AT3G45960, AT5G64120, AT4G08400, AT4G33870, AT5G22410, AT5G06640, AT4G26010, AT2G24980, AT2G40610, AT2G34060, AT5G06630, AT4G13390, AT4G01630	433	91	18499	8.450676344440778	1.5784293427856255E-8	1.5784293427856255E-8	4.538208697724144E-8
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	16	2.763385146804836	2.071901742667002E-9	AT5G19890, AT5G64100, AT3G49960, AT1G68850, AT5G67400, AT5G64120, AT4G33870, AT4G35090, AT2G22420, AT1G58030, AT5G22410, AT4G26010, AT5G14130, AT1G49570, AT2G34060, AT5G47000	433	89	18499	7.680514829903729	1.0380222447148313E-6	5.190112570829797E-7	2.984462721400405E-6
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	26	4.490500863557859	2.374046851804946E-8	AT5G20250, AT5G19890, AT5G64100, AT4G21850, AT3G49960, AT1G80130, AT5G37940, AT2G39800, AT1G02930, AT3G28340, AT1G68850, AT4G32770, AT5G67400, AT5G64120, AT4G33870, AT4G35090, AT2G22420, AT1G58030, AT5G22410, AT4G26010, AT5G14130, AT4G04840, AT1G49570, AT1G09350, AT2G34060, AT5G47000	433	291	18499	3.8171630834186487	1.1893904116599963E-5	3.964650423959881E-6	3.419685927763538E-5
GOTERM_BP_DIRECT	GO:0006869~lipid transport	15	2.5906735751295336	1.160321367829946E-5	AT5G59320, AT4G22470, AT5G13900, AT3G43720, AT1G51500, AT2G10940, AT2G44290, AT4G12470, AT5G64080, AT4G12480, AT4G12490, AT3G22600, AT3G51600, AT5G46890, AT5G46900	433	150	18499	4.272286374133949	0.0057963795718500855	0.0014522553998209675	0.016712503912241772
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	57	9.844559585492227	1.2624820902598864E-5	AT5G24150, AT1G73340, AT5G64100, AT5G19890, AT4G21850, AT1G64950, AT4G35090, AT1G58030, AT2G34500, AT5G22410, AT4G20870, AT5G14130, AT5G48000, AT5G59530, AT1G49570, AT4G37410, AT5G47000, AT5G42580, AT5G23190, AT4G32810, AT5G37940, AT1G34540, AT1G62570, AT5G61290, AT4G39950, AT1G68850, AT4G17280, AT2G46660, AT4G12170, AT3G09220, AT1G06080, AT2G28860, AT5G14780, AT4G37400, AT5G42590, AT4G10500, AT5G11540, AT4G35420, AT5G64120, AT2G22420, AT4G37430, AT4G02520, AT4G15765, AT5G24140, AT2G34060, AT5G47990, AT5G63450, AT3G49960, AT2G29310, AT2G29290, AT2G39800, AT2G21260, AT5G67400, AT1G80820, AT5G54500, AT4G26010, AT4G04840	433	1330	18499	1.8309798746288353	0.006305114018111069	0.0012642152455106803	0.01818383509369914
GOTERM_BP_DIRECT	GO:0008152~metabolic process	21	3.6269430051813467	3.240290883236464E-5	AT5G16080, AT3G62040, AT3G48990, AT4G15500, AT3G21760, AT3G02410, AT1G06520, AT1G49660, AT5G06570, AT1G30530, AT3G63010, AT5G05880, AT5G04120, AT3G21750, AT5G38010, AT2G30150, AT5G27320, AT1G44350, AT3G11430, AT5G59590, AT5G06090	433	303	18499	2.9609905563304597	0.016103057201170334	0.0027020296525126497	0.04666450789804211
GOTERM_BP_DIRECT	GO:0009056~catabolic process	6	1.0362694300518136	1.6129043949029815E-4	AT5G16080, AT3G63010, AT5G27320, AT3G02410, AT1G49660, AT5G06570	433	23	18499	11.145094889045085	0.07763386761584623	0.011478333670430163	0.2320791982084569
GOTERM_BP_DIRECT	GO:0006857~oligopeptide transport	9	1.5544041450777202	1.6193135808774617E-4	AT1G72140, AT1G22550, AT3G45680, AT4G21680, AT5G01180, AT3G47960, AT3G01350, AT5G55930, AT5G24380	433	67	18499	5.738892144359036	0.07793003989302172	0.010090518099958534	0.23300040893867724
GOTERM_BP_DIRECT	GO:0009992~cellular water homeostasis	7	1.2089810017271159	1.9710511287567115E-4	AT3G53420, AT4G10380, AT1G80760, AT4G19030, AT1G01620, AT2G45960, AT4G00430	433	37	18499	8.082703951064229	0.0940393394073532	0.0109132794283463	0.2835445225355726
GOTERM_BP_DIRECT	GO:0080167~response to karrikin	11	1.8998272884283247	8.50454767775576E-4	AT5G20250, AT1G80530, AT5G10120, AT2G36080, AT5G18470, AT5G53660, AT5G40780, AT1G06520, AT1G61800, AT3G13790, AT1G30530	433	128	18499	3.6714961027713624	0.347052872381877	0.04173019987764115	1.218076103585397
